number;floor;room#;type;size;service_time;duration;interval;
0;1;0;0;0;0;1000;0;
1;10;14;0;1;1;21.009674783665286;0; 
2;2;19;1;1;1;51.28202260665489;1.09; 
3;9;3;0;1;1;49.98021934473324;1.09; 
4;4;23;1;1;1;45.042820323227645;1.09; 
5;16;5;0;2;1;41.87921163066719;1.09; 
6;3;13;1;1;1;28.59289908432107;1.09; 
7;10;13;0;1;1;58.361799412660346;1.1; 
8;4;8;1;1;1;34.460262937520014;1.09; 
9;7;1;0;1;1;41.76065511732703;1.09; 
10;4;21;1;1;1;54.15780803299761;1.09; 
11;11;7;0;2;1;43.351917001047454;1.09; 
12;3;10;1;1;1;68.53138018157503;1.09; 
13;5;12;0;2;1;61.066260121961605;1.09; 
14;4;4;1;2;1;62.84835452576098;1.09; 
15;6;4;0;1;1;69.3782304278065;1.09; 
16;3;21;1;1;1;50.947548648807135;1.09; 
17;5;15;0;1;1;59.251015872377295;1.09; 
18;4;19;1;1;1;48.09960778859991;1.1; 
19;12;3;0;1;1;47.61779915246047;1.09; 
20;2;13;1;1;1;50.02653186999825;1.09; 
21;7;16;0;1;1;49.66615913381665;1.09; 
22;3;15;1;1;1;48.585522163480064;1.09; 
23;12;6;0;1;1;66.470505324962;1.09; 
24;4;16;1;2;1;65.90889112792418;1.09; 
25;12;7;0;1;1;72.42467604200263;1.09; 
26;2;6;1;1;1;59.70378114787745;1.09; 
27;10;3;0;1;1;61.532480677386275;1.09; 
28;3;9;1;1;1;85.71669634501326;1.09; 
29;6;9;0;1;1;71.63334107272996;1.1; 
30;4;18;1;1;1;64.87229290681158;1.09; 
31;14;1;0;1;1;75.69588386602562;1.09; 
32;4;15;1;2;1;55.37660429347045;1.09; 
33;7;17;0;1;1;73.30704204329642;1.09; 
34;2;21;1;1;1;59.43286767626258;1.09; 
35;15;3;0;1;1;58.91857947571273;1.09; 
36;3;1;1;1;1;89.65996843254621;1.09; 
37;7;9;0;1;1;83.35327580914486;1.09; 
38;2;4;1;1;1;70.42878657148682;1.09; 
39;5;17;0;1;1;93.46808331736254;1.09; 
40;2;10;1;1;1;93.47858709726353;1.1; 
41;13;19;0;1;1;81.516679650533;1.09; 
42;3;22;1;2;1;85.36830726958107;1.09; 
43;11;17;0;1;1;70.42487925374148;1.09; 
44;4;3;1;2;1;78.65346409178474;1.09; 
45;6;3;0;1;1;89.99158125597577;1.09; 
46;2;15;1;1;1;89.56271539904643;1.09; 
47;7;18;0;1;1;96.02036545136207;1.09; 
48;2;12;1;1;1;96.1789624078225;1.09; 
49;14;17;0;1;1;91.84775728577281;1.09; 
50;3;12;1;1;1;93.11359961570287;1.09; 
51;6;22;0;1;1;91.51124654753879;1.1; 
52;2;3;1;2;1;105.11389877733694;1.09; 
53;11;5;0;1;1;105.15429765009668;1.09; 
54;3;14;1;1;1;105.1053170315134;1.09; 
55;9;2;0;2;1;100.37829842079175;1.09; 
56;3;16;1;1;1;116.15356944055962;1.09; 
57;15;14;0;2;1;103.93506635190143;1.09; 
58;3;6;1;2;1;107.3331187874745;1.09; 
59;15;4;0;1;1;111.53312343713338;1.09; 
60;2;24;1;1;1;93.22740474161378;1.09; 
61;5;5;0;1;1;120.39215208481795;1.09; 
62;2;20;1;1;1;102.48220006270728;1.1; 
63;10;9;0;1;1;131.54919147735097;1.09; 
64;4;1;1;1;1;124.22487282777638;1.09; 
