number;floor;room#;type;size;service_time;duration;interval;
0;1;0;0;0;0;1000;0;
1;11;9;0;1;1;52.7306394524501;0; 
2;3;11;1;1;1;25.00682867047209;1.09; 
3;9;13;0;1;1;48.96898786500042;1.09; 
4;3;19;1;1;1;39.63220879460631;1.09; 
5;11;1;0;1;1;58.07943604181002;1.09; 
6;4;14;1;1;1;47.30096659576895;1.09; 
7;11;3;0;1;1;47.69886471811591;1.1; 
8;4;21;1;1;1;52.64000310988897;1.09; 
9;10;12;0;1;1;50.642697601213754;1.09; 
10;4;23;1;1;1;64.5976287698501;1.09; 
11;10;21;0;1;1;71.24021809182857;1.09; 
12;3;15;1;2;1;39.904448010083875;1.09; 
13;6;15;0;1;1;39.991858336985246;1.09; 
14;4;6;1;1;1;43.670349758352074;1.09; 
15;7;21;0;1;1;56.59824435695572;1.09; 
16;2;16;1;1;1;57.23923164659318;1.09; 
17;6;4;0;1;1;37.54607462298072;1.09; 
18;3;10;1;2;1;58.43986930326382;1.1; 
19;10;1;0;1;1;63.10741709841155;1.09; 
20;2;15;1;1;1;61.19739703711171;1.09; 
21;8;2;0;1;1;66.98666125729284;1.09; 
22;3;6;1;2;1;59.44719520299908;1.09; 
23;8;13;0;2;1;61.09551451182659;1.09; 
24;3;18;1;2;1;62.16526979739453;1.09; 
25;6;9;0;1;1;65.3899323552987;1.09; 
26;4;4;1;1;1;67.11174691695763;1.09; 
27;16;6;0;1;1;64.16738217933118;1.09; 
28;4;7;1;1;1;75.22659140768974;1.09; 
29;13;16;0;2;1;64.41832098579705;1.1; 
30;3;13;1;1;1;68.10236422268602;1.09; 
31;6;11;0;1;1;72.56415055674404;1.09; 
32;2;17;1;1;1;72.54366080971849;1.09; 
33;16;12;0;1;1;82.71672888105189;1.09; 
34;4;15;1;2;1;68.60064213024073;1.09; 
35;7;1;0;2;1;72.61591782973359;1.09; 
36;4;22;1;1;1;96.40250225519898;1.09; 
37;12;19;0;1;1;79.13066573043423;1.09; 
38;2;10;1;1;1;76.35613413484595;1.09; 
39;6;8;0;1;1;83.95614514313303;1.09; 
40;3;5;1;1;1;79.1479812070967;1.1; 
41;11;13;0;1;1;89.44375272897739;1.09; 
42;4;10;1;1;1;90.87303873065645;1.09; 
43;9;3;0;1;1;94.41932176099371;1.09; 
44;2;24;1;1;1;82.24044246725497;1.09; 
45;6;2;0;1;1;87.60719115312375;1.09; 
46;4;9;1;1;1;89.63352102925056;1.09; 
47;15;16;0;1;1;96.2488581985746;1.09; 
48;3;17;1;2;1;90.31557416211461;1.09; 
49;9;24;0;1;1;91.29367644253583;1.09; 
50;4;5;1;1;1;89.85679767598826;1.09; 
51;5;7;0;1;1;115.1853901024659;1.1; 
52;3;7;1;1;1;103.14611764623064;1.09; 
53;14;11;0;1;1;89.91989606453839;1.09; 
54;4;20;1;1;1;105.62731409596611;1.09; 
55;7;3;0;2;1;106.09828929531182;1.09; 
56;2;14;1;1;1;91.33014906428922;1.09; 
57;10;3;0;1;1;90.12888575694399;1.09; 
58;4;11;1;1;1;96.81161396952291;1.09; 
59;11;10;0;2;1;102.86332766335852;1.09; 
60;2;7;1;1;1;106.57222260016941;1.09; 
61;12;6;0;1;1;97.406169106721;1.09; 
62;3;24;1;1;1;112.76730724198113;1.1; 
63;11;15;0;1;1;110.27554065174769;1.09; 
64;3;8;1;2;1;103.73685468725984;1.09; 
65;11;12;0;1;1;123.44987736577956;1.09; 
66;3;23;1;1;1;104.07464336490995;1.09; 
67;8;5;0;1;1;105.54212754185875;1.09; 
68;3;16;1;1;1;99.73096846641818;1.09; 
69;5;10;0;1;1;113.78819498966277;1.09; 
70;4;17;1;2;1;125.96378532391388;1.09; 
71;6;22;0;1;1;112.34118907997481;1.09; 
72;2;2;1;2;1;131.17900128857212;1.09; 
73;12;17;0;1;1;125.21901181126269;1.1; 
74;2;4;1;1;1;125.26940268108791;1.09; 
75;11;2;0;1;1;132.55825028960894;1.09; 
76;2;6;1;1;1;128.28406970867633;1.09; 
77;9;7;0;2;1;106.83385411213476;1.09; 
78;2;5;1;1;1;129.1413133516973;1.09; 
79;14;2;0;2;1;108.94087687194575;1.09; 
80;2;13;1;1;1;123.63542097077375;1.09; 
81;8;8;0;2;1;114.43098228529031;1.09; 
82;4;18;1;1;1;135.6054429642747;1.09; 
83;13;9;0;1;1;126.12533557636293;1.09; 
84;2;11;1;1;1;124.484150906721;1.1; 
85;16;11;0;1;1;141.45931358067463;1.09; 
86;2;12;1;1;1;118.89441138310627;1.09; 
87;10;6;0;1;1;129.18348452064936;1.09; 
88;2;9;1;1;1;140.30197421503897;1.09; 
89;12;10;0;2;1;139.93806299021557;1.09; 
90;3;3;1;1;1;135.9258818046003;1.09; 
91;5;13;0;1;1;140.33529949098246;1.09; 
92;4;16;1;1;1;141.4153927297322;1.09; 
93;11;4;0;1;1;148.7354361610962;1.09; 
94;4;1;1;1;1;146.77790288476018;1.09; 
95;10;2;0;1;1;146.13660450320268;1.1; 
96;4;2;1;1;1;146.91627299096766;1.09; 
97;7;12;0;1;1;141.92970811280594;1.09; 
98;3;14;1;1;1;141.44689921322038;1.09; 
99;8;24;0;1;1;152.67485838938484;1.09; 
