number;floor;room#;type;size;service_time;duration;interval;
0;1;0;0;0;0;1000;0;
1;9;5;0;1;1;35.24662443148071;0; 
2;2;8;1;2;1;32.84869457863686;1.09; 
3;9;8;0;1;1;26.543581714958933;1.09; 
4;4;24;1;1;1;36.48854681978945;1.09; 
5;5;14;0;1;1;34.56052592370387;1.09; 
6;2;19;1;2;1;32.131618455625144;1.09; 
7;15;10;0;1;1;50.543396709647084;1.1; 
8;4;23;1;1;1;48.21859120312868;1.09; 
9;10;7;0;1;1;54.16579945251861;1.09; 
10;4;10;1;1;1;49.91907974982552;1.09; 
11;10;23;0;1;1;51.762022122792644;1.09; 
12;4;7;1;1;1;43.18001715672777;1.09; 
13;11;5;0;1;1;37.060256444620336;1.09; 
14;4;5;1;1;1;53.76269902327803;1.09; 
15;7;11;0;1;1;41.83863385307906;1.09; 
16;2;7;1;1;1;52.50893724506696;1.09; 
17;14;10;0;1;1;40.30989159579752;1.09; 
18;3;23;1;1;1;61.46866910927838;1.1; 
19;14;16;0;2;1;66.25033395418488;1.09; 
20;3;15;1;1;1;57.37817113002838;1.09; 
21;13;13;0;1;1;61.861248335495524;1.09; 
22;3;19;1;1;1;77.64873932372397;1.09; 
23;8;24;0;1;1;72.15226576654663;1.09; 
24;4;15;1;1;1;52.605884610456194;1.09; 
25;11;13;0;1;1;62.139605297145366;1.09; 
26;3;17;1;1;1;83.52542909454505;1.09; 
27;8;9;0;2;1;74.98266200229135;1.09; 
28;2;2;1;1;1;56.45950825771629;1.09; 
29;8;6;0;2;1;64.72483411932501;1.1; 
30;3;9;1;1;1;85.74371033060692;1.09; 
31;6;9;0;1;1;68.02504559121189;1.09; 
32;3;14;1;1;1;59.48706040285892;1.09; 
33;14;8;0;1;1;68.00403694082493;1.09; 
34;4;13;1;1;1;67.16304994967057;1.09; 
35;13;5;0;2;1;65.0892572259354;1.09; 
36;2;1;1;1;1;86.37770047644952;1.09; 
37;5;10;0;1;1;88.45965801628131;1.09; 
38;2;3;1;1;1;88.79648840498564;1.09; 
39;10;15;0;1;1;85.092032681033;1.09; 
40;4;17;1;1;1;73.16577431273647;1.1; 
41;12;4;0;2;1;85.03182848819986;1.09; 
42;4;21;1;1;1;86.46091825519292;1.09; 
43;6;24;0;1;1;79.96912517387074;1.09; 
44;4;12;1;2;1;96.73646940451883;1.09; 
45;7;17;0;2;1;84.64874402020658;1.09; 
46;3;4;1;2;1;86.42888514387249;1.09; 
47;7;8;0;2;1;102.72131677825845;1.09; 
48;3;6;1;1;1;94.32460100002277;1.09; 
49;12;6;0;1;1;99.13878594880336;1.09; 
50;4;16;1;1;1;95.93633077736217;1.09; 
51;5;12;0;1;1;100.72712626042106;1.1; 
52;4;14;1;1;1;96.71997206318244;1.09; 
53;13;9;0;1;1;98.34036355316695;1.09; 
54;4;9;1;2;1;108.97362959242562;1.09; 
55;14;18;0;1;1;116.37672383518431;1.09; 
56;2;23;1;1;1;95.70900232023013;1.09; 
57;10;18;0;1;1;103.9000658431949;1.09; 
58;3;13;1;1;1;109.00820982954384;1.09; 
59;16;3;0;1;1;128.58416973014928;1.09; 
60;4;1;1;2;1;103.37440780455432;1.09; 
61;7;9;0;2;1;101.90550322483408;1.09; 
62;4;18;1;2;1;96.90623677517502;1.1; 
63;16;14;0;1;1;123.23745930955899;1.09; 
64;4;3;1;1;1;107.00392365296713;1.09; 
65;10;13;0;1;1;97.18003874789173;1.09; 
66;2;5;1;1;1;97.43083013383547;1.09; 
67;7;16;0;1;1;121.2652473789826;1.09; 
68;2;12;1;2;1;117.10665645103506;1.09; 
69;5;6;0;1;1;119.91427028862788;1.09; 
70;3;3;1;1;1;99.93225502582067;1.09; 
71;9;17;0;1;1;120.38837960010942;1.09; 
72;2;22;1;1;1;107.44227618553546;1.09; 
73;10;12;0;1;1;113.70870128889575;1.1; 
